,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library Full Name,Library Number,Survey Year From,A1.3 Ontario Library Service (OLS) Region (English),A1.4 Type of Library Service (English),A1.5 Mailing Address,A1.9 Street Address,A1.10 City/Town,A1.11 Province,A1.12 Postal Code,A1.13 Web Site Address,A1.14  No. of Active Library Cardholders,B1.1  Net Balance brought forward from previous year,B2.1.1  Public Library Operating Grant (PLOG),B2.1.2  Pay Equity Grant,B2.1.3  First Nation Salary Supplement Grant,B2.1.4  Total Provincial Operating Funding,B2.2  Local Operating Funding (e.g. Municipality or Band local operating funding),"B2.3  Contract Revenue (funds from other municipalities, LSBs or First Nation Bands that contract for library services). Specify name of contracting organization and amount received from each. (Does not apply to contracting municipalities)",B2.4.1.02  Capacity building funding,B2.4.1.03  Trillium Foundation funding,B2.4.1.04  Provincial student employment funding,B2.4.1.05  ServiceOntario,B2.4.1.07  CAP youth support,B2.4.1.08  Young Canada Works,B2.4.1.09  CDF,B2.4.1.10  OLCF,B2.4.1.99  Other Project Grant,B2.4.1a  Total Project Grants,"B2.5  Donations (monies donated by outside bodies, e.g. Friends groups, trust funds etc.)","B2.6  Self Generated Revenue (e.g. fines, fees, sales/fundraising, room rentals, cafe revenue, etc.)",B2.7  Debt Services and Reserve Fund Revenues,"B2.8  Other (Specify any other source of funds not included above and indicate the amount received from each funding source listed, e.g. Connectivity)",B2.9  Total Operating Revenues,B3.1  Provincial,B3.2  Federal,B3.3  Local,B3.4  Other (specify any other source of funds not included above and indicate the amount received from each funding source listed; report each funding source on a separate line),B3.5  Total Capital Revenues,B4.01  Materials,"B4.01.1  General (Include all physical items that are not electronic, e.g. books, periodicals, etc.)","B4.01.2  Electronic (e.g. electronic subscriptions and other databases, downloadable media, gaming  software, Playaway, DVDs, and e-resources)","B4.02  Staffing (Total funds spent on all staff, including benefits.)","B4.03  Staff Training (Total funds spent on staff training, including travel and accommodation)","B4.04  Facilities/Utilities (Costs related to library facility operation, e.g. insurance, rent, lighting, maintenance, etc.)",B4.05.1  Telephone and Fax,"B4.05.2  Dedicated Internet Connectivity Costs (e.g. wireless, ISDN, dedicated lines.)","B4.06  Computer Services (Total spent on computer equipment and related expenses, e.g. computer maintenance contracts, etc., new automated systems, etc.)",B4.07  Debt Charges and Transfers to Reserve Funds,B4.08  Funds returned to government sources,B4.09  Contract payments made to library board for library services (Specify the library board(s) and amount given to each board; report each payment on a separate line),B4.10  Other (specify all other expenditures not reported above and indicate the amount spent for each expenditure listed; report each item on a separate line),B5.0  Total Operating Expenditures,"B6.0  Total Capital Expenditures (funds expended on land, building construction/renovation or furniture)",C1.1.E  English Titles Held,C1.1.F  French Titles Held,C1.1.O  Other Titles Held,C1.1.T  Total Titles Held,C1.2.E  English Volumes Held,C1.2.F  French Volumes Held,C1.2.O  Other Volumes Held,C1.2.T  Total Volumes Held,C1.3.1.E  English No. of Databases,C1.3.1.F  French No. of Databases,C1.3.1.O  Other No. of Databases,C1.3.1.T  Total No. of Databases,C1.3.2.E  English No. of CD and DVD Titles,C1.3.2.F  French No. of CD and DVD Titles,C1.3.2.O  Other No. of CD and DVD Titles,C1.3.2.T  Total No. of CD and DVD Titles,C1.3.3.E  English No. of copies of CD and DVDs,C1.3.3.F  French No. of copies of CD and DVDs,C1.3.3.O  Other No. of copies of CD and DVDs,C1.3.3.T  Total No. of copies of CD and DVDs,C1.4.E  English Special Collections - original format,C1.4.F  French Special Collections - original format,C1.4.O  Other Special Collections - original format,C1.4.T  Total Special Collections - original format,C1.5.E  English Special Collections - digital format,C1.5.F  French Special Collections - digital format,C1.5.O  Other Special Collections - digital format,C1.5.T  Total Special Collections - digital format,C2.1.E  English Titles Held ,C2.1.F  French Titles Held ,C2.1.O  Other Titles Held ,C2.1.T  Total Titles Held ,C2.2.E  English Volumes Held,C2.2.F  French Volumes Held,C2.2.O  Other Volumes Held,C2.2.T  Total Volumes Held,C2.3.1.E  English No. of CD and DVD Titles,C2.3.1.F  French No. of CD and DVD Titles,C2.3.1.O  Other No. of CD and DVD Titles,C2.3.1.T  Total No. of CD and DVD Titles,C2.3.2.E  English No. of copies of CD and DVDs,C2.3.2.F  French No. of copies of CD and DVDs,C2.3.2.O  Other No. of copies of CD and DVDs,C2.3.2.T  Total No. of copies of CD and DVDs,"C2.3.3.E  English No. of Titles of E-resources, including E-books","C2.3.3.F  French No. of Titles of E-resources, including E-books","C2.3.3.O  Other No. of Titles of E-resources, including E-books","C2.3.3.T  Total No. of Titles of E-resources, including E-books","C2.3.4.E  English No. of Copies of E-resources, including E-books","C2.3.4.F  French No. of Copies of E-resources, including E-books","C2.3.4.O  Other No. of Copies of E-resources, including E-books","C2.3.4.T  Total No. of Copies of E-resources, including E-books",C2.4.E  English Special Collections - original format,C2.4.F  French Special Collections - original format,C2.4.O  Other Special Collections - original format,C2.4.T  Total Special Collections - original format,C2.5.E  English Special Collections - digital format,C2.5.F  French Special Collections - digital format,C2.5.O  Other Special Collections - digital format,C2.5.T  Total Special Collections - digital format,C3.1.E  English Titles Held ,C3.1.F  French Titles Held ,C3.1.O  Other Titles Held ,C3.1.T  Total Titles Held ,C3.2.1.E  English No. of Database Subscriptions,C3.2.1.F  French No. of Database Subscriptions,C3.2.1.O  Other No. of Database Subscriptions,C3.2.1.T  Total No. of Database Subscriptions,C3.2.2.E  English No. of CD and DVD Titles,C3.2.2.F  French No. of CD and DVD Titles,C3.2.2.O  Other No. of CD and DVD Titles,C3.2.2.T  Total No. of CD and DVD Titles,C3.2.3.E  English No. of copies of CD and DVDs,C3.2.3.F  French No. of copies of CD and DVDs,C3.2.3.O  Other No. of copies of CD and DVDs,C3.2.3.T  Total No. of copies of CD and DVDs,C3.2.4.E  English No. of individual electronic periodicals titles,C3.2.4.F  French No. of individual electronic periodicals titles,C3.2.4.O  Other No. of individual electronic periodicals titles,C3.2.4.T  Total No. of individual electronic periodicals titles,D1.0.H  How many hours per week in your library constitute a full time position (must be at least 32.5 hours)?,D1.1.1.C  Librarians,D1.1.2.C  Library Technicians,D1.1.3.1.C  Other Professional Staff,D1.1.3.C  EXCEL Graduates,D1.1.4.C  Other Staff,D1.1.5.C  Volunteers,D1.2.1.C  Librarians,D1.2.1.H  Librarians,D1.2.2.C  Library Technicians,D1.2.2.H  Library Technicians,D1.2.3.1.C  Other Professional Staff,D1.2.3.1.H  Other Professional Staff,D1.2.3.C  EXCEL Graduates,D1.2.3.H  EXCEL Graduates,D1.2.4.C  Other Staff,D1.2.4.H  Other Staff,D1.2.5.C  Volunteers,D1.2.5.H  Volunteers,E1.1  Total No. of Public Access Workstations available in your library,E1.1.1  Provide Internet access,E1.1.2  Provide OPAC and/or ILS Access,"E1.1.4  Total number of lending laptops, netbooks, and tablets (e.g. iPads)",E1.2  E-readers,E2.1  Does your library have an automated catalogue system?,E2.3  Does your library provide wireless Internet connection?,E3.1.SPC  Main Library,E3.1.SPH  Main Library,E3.2.SPC  Branches open 12 hours per week or more,E3.2.SPH  Branches open 12 hours per week or more,E3.3.SPC  Branches open less than 12 hours per week,E3.3.SPH  Branches open less than 12 hours per week,E3.4.SPC  Bookmobile stop locations,E3.4.SPH  Bookmobile stop locations,E3.5.SPC  Deposit Stations and Kiosks (refer to criteria),E3.5.SPH  Deposit Stations and Kiosks (refer to criteria),E3.6.SPC  No. of Bookmobiles owned by your library board,F1.0  Total Annual Circulation (Actual Annual Direct Circulation),F2.1.P  No. of programs held annually,F2.2.A  Annual program attendance,F2.301.Attendance  Early literacy and Early learning ,F2.301.Programs  Early literacy and Early learning ,F2.302.Attendance  Other Children's programming,F2.302.Programs  Other Children's programming,F2.303.Attendance  Summer Reading,F2.303.Programs  Summer Reading,F2.304.Attendance  Homework help ,F2.304.Programs  Homework help ,F2.305.Attendance  Class instruction at a library or school,F2.305.Programs  Class instruction at a library or school,F2.306.Attendance  Teen programming,F2.306.Programs  Teen programming,F2.307.Attendance  Newcomer focus,F2.307.Programs  Newcomer focus,"F2.308.Attendance  Careers, job help / skills ","F2.308.Programs  Careers, job help / skills ",F2.309.Attendance  Business Development,F2.309.Programs  Business Development,F2.310.Attendance  Community Development,F2.310.Programs  Community Development,"F2.311.Attendance  Technology, social media and computer literacy ","F2.311.Programs  Technology, social media and computer literacy ","F2.312.Attendance  Genealogy, local history, Doors Open","F2.312.Programs  Genealogy, local history, Doors Open",F2.313.Attendance  Adult learning (not covered elsewhere),F2.313.Programs  Adult learning (not covered elsewhere),F2.314.Attendance  Seniors programming,F2.314.Programs  Seniors programming,"F2.315.Attendance  Culture Days, poetry and story readings, art shows","F2.315.Programs  Culture Days, poetry and story readings, art shows",F2.316.Attendance  First Nations Public Library Week,F2.316.Programs  First Nations Public Library Week,F2.317.Attendance  First Nation Communities Reads,F2.317.Programs  First Nation Communities Reads,F2.318.Attendance  Ontario Public Library Week / Canadian Library Month,F2.318.Programs  Ontario Public Library Week / Canadian Library Month,F2.319.Attendance  Book Clubs,F2.319.Programs  Book Clubs,F2.320.Attendance  Other,F2.320.Programs  Other,F3.1.1  No. of requests made to other libraries,F3.1.2  No. of items being borrowed,F3.2.1  No. of requests received from other libraries,F3.2.2  No. of items lent,"G1.1.1.W  All circulation except E-books, downloadable audio books, music and video","G1.1.2.W  All circulation for E-books, downloadable audio books, music and video ",G1.1.3.W  Total circulation of all library materials,G1.2.1.W  Total In Library Materials Use,G1.3.1.W  No. of people using library workstations,G1.3.2.W  No. of times electronic databases are accessed by library users,G1.3.3.W  No. of people using public library wireless connection,G1.4.1.W  No. of standard reference transactions,G1.4.2.W  No. of electronic reference transactions,G1.4.3.W  No. of Reader's Advisory transactions,"G1.4.4.W  No. of Information Communication Technology, software and social media support requests","G1.4.5.W  Average staff time in minutes per Information Communication  Technology, software and social media support request:","G1.4.6.W  Number of times accessible material, equipment or devices are requested",G1.5.1.W  No. of visits to the library made in person,G1.5.2.W  No. of electronic visits to the library website,G1.5.3.W  No. of Social Media visits,H1.1.1.01  Books,H1.1.1.02  E-books,H1.1.1.03  Databases and Other Downloadable Services,H1.1.1.04  Computer software,H1.1.1.05  Connectivity,H1.1.1.06  Integrated Library systems,H1.1.1.07  Corporate Discount Programs,H1.1.1.08  Municipal and Local government,H1.1.1.92  Other Types of Consortia,H1.2.1.F  No,H1.2.1.T  Yes,"H1.2.2  If Yes, provide number of Friends or Foundations organizations your public library works with  ",H1.3.1.F  No,H1.3.1.T  Yes,H1.3.2.11  Blogs,H1.3.2.12  Twitter,H1.3.2.13  Facebook,H1.3.2.14  Google+,H1.3.2.15  RSS feeds,H1.3.2.16  Flickr,H1.3.2.17  YouTube,H1.3.2.18  LinkedIn,H1.3.2.90  Other Social Media,H1.4.1.F  No,H1.4.1.T  Yes,"H1.4.2  If Yes, how many?  ",H1.4.3.21  Community museums,H1.4.3.22  Art galleries,H1.4.3.23  Municipal cultural planning partnerships,H1.4.3.24  Archives,H1.4.3.25  Heritage Organizations,H1.4.3.26  Ethno-cultural and Newcomer Service Organizations,H1.4.3.93  Other Cultural Partners,H1.5.1.F  No,H1.5.1.T  Yes,"H1.5.2  If Yes, how many?",H1.5.3.40  Early Childhood Organizations,"H1.5.3.41  School boards, including local schools and local education authorities",H1.5.3.42  Community Colleges,H1.5.3.43  Universities,H1.5.3.44  Distance Education,H1.5.3.94  Other Education Sector Partners,H1.5.4  Please provide highlights or examples of your library's partnerships with the Education sector:,H1.7.1.F  No,H1.7.1.T  Yes,H1.7.2.31  ServiceOntario,H1.7.2.32  ESDC,H1.7.2.34  Municipal services (e.g. licences),H1.7.2.35  Health,H1.7.2.36  CAP Youth,H1.7.2.91  Other government Service Partnerships,H1.8.1.F  No,H1.8.1.T  Yes,H1.8.2.PC  Please outline your projects in the field below. Provide year the project is planned for.,H1.8.3.F  No,H1.8.3.T  Yes,H1.8.4.TN  Please outline your technology needs in the field below.,H1.9.1.F  No,H1.9.1.T  Yes,H1.9.2.51  Chamber of Commerce,H1.9.2.52  Business Improvement Area (BIA),H1.9.2.95  Other Business and Economic Sector Partnerships,P1.1  Resident Population Served,P1.2  Contracting Population Served,P2.1  Contracting Households Served,P2.2  Resident Households Served
Cramahe Twp,L0119,2014,Southern Ontario Library Service,Public or Union Library,6 King Street Box 190 ,6 King St. ,Colborne,Ontario,K0K1S0,www.cramahelibrary.ca ,"2,317",0,"10,134","2,535",0,"12,669","155,694",0,0,"12,800",0,0,0,0,0,0,"2,680","15,480","2,322","4,307","20,124","4,141","214,737",0,0,0,0,0,"41,830","37,439","4,391","114,567","2,409","18,862","2,430","1,659","10,523","14,563",0,0,"8,184","215,027",0,55,0,0,55,328,0,0,328,8,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,"2,774",0,0,"2,774","19,926",0,0,"19,926","28,627",0,0,"28,627","2,495",0,0,"2,495","3,390",0,0,"3,390","3,128",203,331,"3,662","3,128",203,331,"3,662",117,0,0,117,0,0,0,0,0,0,0,0,20,6,5,31,0,0,0,0,0,0,0,0,"45,829",179,82,"46,090",32.5,0,0,0,0,0,0,0,0,1,15,0,0,1,9,6,101,15,140,13,11,1,0,2,1,1,1,33,1,12,0,0,0,0,0,0,0,"51,669",256,"2,198",260,36,693,38,71,12,149,1,52,2,119,11,0,0,137,48,0,0,0,0,42,42,160,2,1,8,36,4,64,2,0,0,0,0,96,2,228,38,90,10,955,870,"1,053",627,841,46,887,200,85,189,71,35,10,11,20,20,3,454,262,22,0,1,0,0,1,0,0,1,1,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,1,1,0,1,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3,000",0,0,0,0,0,"5,298",0,0,"2,803"
Curve Lake FN,L0402,2014,Southern Ontario Library Service,First Nations Library,22 Winookeeda St. ,,"Curve Lake,ON",Ontario,K0L1R0,http://clfnpubliclibrary.webs.com,250,"-3,170","2,312",0,"13,000","15,312",0,0,"3,000",0,0,0,0,0,0,0,0,"3,000",0,0,0,902,"19,214",0,0,0,0,0,"2,723","2,364",359,"24,857",970,"3,000",938,939,0,0,0,0,"3,475","36,902","3,863",251,0,9,260,265,0,9,274,8,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,593",0,0,"5,593","5,637",0,0,"5,637",359,0,0,359,378,0,0,378,"56,871",800,331,"58,002","73,241",800,331,"74,372",0,0,0,0,0,0,0,0,223,0,0,223,9,5,4,18,0,0,0,0,0,0,0,0,"51,595",208,137,"51,940",39.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,3,1,1,1,35.5,0,0,1,4,0,0,0,0,0,"1,095",63,146,0,0,43,3,0,0,50,50,0,0,12,2,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,18,2,18,2,0,0,0,0,0,0,0,0,1,1,0,0,5,0,5,17,19,0,2,8,3,1,4,10,0,32,0,15,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,0,0,0
Dawson LSB,L0483,2014,Ontario Library Service - North,Contracting LSB,P.O. Box 275 ,45 Front street ,Meldrum Bay,Ontario,P0P1R0,,0,0,274,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
Dawson Twp,L0130,2014,Ontario Library Service - North,Contracting Municipality,211 Fourth St P.O. Box 427 ,211 Fourth Street ,Rainy River,Ontario,P0W1L0,dawsontownship.weebly.com,0,0,"1,644",0,0,"1,644","2,256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,900",0,"3,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,328
Deep River,L0051,2014,Ontario Library Service - North,Public or Union Library,P.O. Box 278 ,55 Ridge Road ,Deep River,Ontario,K0J1P0,www.deepriverlibrary.ca,"2,945",0,"9,110",471,0,"9,581","372,169",0,0,0,0,0,0,"1,650",0,0,0,"1,650","7,825","11,500",0,0,"402,725",0,0,0,0,0,"53,328","51,828","1,500","259,990",450,"56,759","28,972","1,300","1,455",0,0,0,0,"402,254",0,725,0,0,725,812,0,0,812,8,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,651","1,354",0,"54,005","53,692","1,354",0,"55,046","2,547",0,0,"2,547","2,547",0,0,"2,547","56,871","1,741",103,"58,715","73,241","1,741",103,"75,085",0,0,0,0,0,0,0,0,89,4,0,93,9,5,4,18,0,0,0,0,0,0,0,0,"51,595",208,137,"51,940",35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,114,94,98,10,6,4,0,0,1,1,1,50,0,0,0,0,0,0,0,0,0,"67,899",115,"2,989",521,45,0,0,623,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,845",18,0,0,0,0,0,0,0,0,0,0,"1,100","1,036","1,377","1,163",982,65,"1,047",53,"1,335",56,75,588,0,42,32,15,8,"1,158","1,385",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,286",0,0,"1,949"
Delaware FN,L0431,2014,Southern Ontario Library Service,First Nations Library,R.R. #3 ,Center Rd. ,Thamesville,Ontario,N0P2K0,,373,0,"1,412",0,"13,000","14,412",0,0,0,0,0,0,0,0,0,"3,000",0,"3,000",0,0,0,0,"17,412",0,0,0,0,0,0,0,0,"16,228",118,"2,346","1,224",0,776,0,0,"2,500",0,"23,192",0,8,1,1,10,8,1,1,10,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,40,4,4,48,40,4,4,48,31,1,4,36,31,1,4,36,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,20,1,5,3,3,3,0,0,1,1,1,20,0,0,0,0,0,0,0,0,0,108,10,55,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,6,2,0,0,6,1,0,0,0,0,6,2,4,2,7,1,0,0,6,1,0,0,0,0,2,2,2,0,15,0,15,17,0,9,9,2,6,0,0,15,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0
Deseronto,L0323,2014,Southern Ontario Library Service,Public or Union Library,P.O. Box 302 ,358 Main Street   P.O. Box 302 ,Deseronto,Ontario,K0K1X0,www.deserontopubliclibrary.ca,"1,074","15,306","3,496",0,0,"3,496","95,000",0,0,0,432,0,0,0,0,0,"4,980","5,412","4,857","10,392",0,"5,785","124,942",0,0,"7,500",0,"7,500","8,117","8,117",0,"76,690","1,992","16,745","1,058","1,895","9,006",0,0,0,"11,277","126,780",0,244,0,0,244,260,0,0,260,8,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,484",0,0,"32,484","34,087",0,0,"34,087","2,496",0,0,"2,496","2,496",0,0,"2,496","59,827",990,434,"61,251","76,197",331,434,"76,962",0,0,0,0,0,0,0,0,45,0,0,45,9,5,4,18,0,0,0,0,0,0,0,0,"51,595",208,137,"51,940",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,8,60,15,15,1,1,0,1,1,1,26,0,0,0,0,0,0,0,0,0,"16,021",276,"2,854",397,53,350,30,595,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,"1,229",144,50,1,0,0,0,0,0,0,0,0,226,4,292,253,0,0,292,81,373,59,60,0,4,14,0,10,1,10,1,223,70,0,1,1,0,0,0,0,0,0,1,0,1,6,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4,000",0,0,0,0,0,"1,835",0,0,764
Dokis FN,L0403,2014,Ontario Library Service - North,First Nations Library,930 Main Street Box 3 ,930 Main Street ,Via Monetville,Ontario,P0M2N1,www.dokisfirstnation.com,84,0,"1,302",0,"13,000","14,302","2,104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,406",0,0,0,0,0,"1,685","1,685",0,"31,998",0,"4,353","1,646",0,0,0,0,0,0,"39,682",0,0,0,0,0,0,0,0,0,8,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,566",20,0,"3,586","3,566",20,0,"3,586",135,135,0,270,135,135,0,270,"2,505",49,95,"2,649","2,505",49,95,"2,649",0,0,0,0,0,0,0,0,8,0,0,8,12,1,0,13,0,0,0,0,0,0,0,0,"45,148",75,0,"45,223",35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,2,1,1,1,35,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,20,0,20,0,40,0,25,5,2,10,0,0,0,100,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0
Dorion Twp,L0050,2014,Ontario Library Service - North,Public or Union Library,170 Dorion Loop Road ,,Dorion,Ontario,P0T1K0,www.dorionpubliclibrary.ca,296,0,"1,013",0,0,"1,013","16,646",497,0,0,0,"2,886","5,033",0,0,0,"1,645","9,564","4,250",500,0,0,"32,470",0,0,0,0,0,"3,500","3,000",500,"25,318",0,"1,212",960,912,"1,391",0,0,0,0,"33,293",0,150,0,0,150,170,0,0,170,8,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,500",150,0,"11,650","11,500",150,0,"11,650",593,0,0,593,0,0,0,0,"2,956",190,103,"3,249","2,956",190,103,"3,249",1,0,0,1,0,0,0,0,9,0,0,9,9,5,4,18,0,0,0,0,0,0,0,0,"51,595",208,137,"51,940",35,0,0,0,1,2,0,0,0,0,0,0,0,1,12,2,5,0,0,4,4,0,0,0,1,1,1,21,0,0,0,0,0,0,0,0,0,"5,000",7,246,45,1,12,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,0,0,0,0,0,0,65,1,12,1,0,0,169,109,0,0,85,0,85,4,20,5,10,4,0,0,5,10,0,70,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2,500",0,0,0,0,0,340,389,0,184
Douro-Dummer Twp,L0136,2014,Southern Ontario Library Service,Public or Union Library,P.O. Box 23 ,435 4th Line Douro ,Douro,Ontario,K0L1S0,http://www.dourodummer.on.ca/library/,417,0,"14,307",0,0,"14,307",0,0,0,0,0,424,"3,773",0,0,0,0,"4,197",716,775,"10,363",0,"30,358",0,0,0,0,0,"13,637","11,953","1,684","43,014","2,648","12,498",454,584,"5,037","3,160",0,0,"5,961","86,993","7,954",45,0,0,45,80,0,0,80,8,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,702",9,0,"14,711","14,738",9,0,"14,747",553,0,0,553,553,0,0,553,"2,956",190,103,"3,249","2,956",190,103,"3,249",0,0,0,0,0,0,0,0,386,0,0,386,9,5,4,18,6,0,0,6,6,0,0,6,"51,595",208,137,"51,940",32.5,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,8,21,8,7,7,3,2,1,1,1,20,0,0,0,0,0,0,0,0,0,"6,472",48,919,18,6,31,1,0,0,0,0,792,36,0,0,0,0,0,0,0,0,0,0,0,0,6,1,27,2,0,0,26,1,0,0,0,0,19,1,0,0,0,0,150,126,0,0,94,20,114,75,8,76,2,3,1,4,8,3,0,37,0,20,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"50,000",0,0,0,0,0,0,0,0,"6,065",0,0,"3,430"
